article_id,county,title,word,lemma
2,Los Angeles County,Population Growth in L.A. County Slows,added,add
2,Los Angeles County,Population Growth in L.A. County Slows,previous,previous
2,Los Angeles County,Population Growth in L.A. County Slows,slowdown,slowdown
2,Los Angeles County,Population Growth in L.A. County Slows,pushed,push
2,Los Angeles County,Population Growth in L.A. County Slows,absolute,absolute
2,Los Angeles County,Population Growth in L.A. County Slows,maricopa,maricopa
2,Los Angeles County,Population Growth in L.A. County Slows,home,home
2,Los Angeles County,Population Growth in L.A. County Slows,phoenix,phoenix
2,Los Angeles County,Population Growth in L.A. County Slows,driven,drive
2,Los Angeles County,Population Growth in L.A. County Slows,lower,low
2,Los Angeles County,Population Growth in L.A. County Slows,housing,house
2,Los Angeles County,Population Growth in L.A. County Slows,costs,cost
2,Los Angeles County,Population Growth in L.A. County Slows,plentiful,plentiful
2,Los Angeles County,Population Growth in L.A. County Slows,jobs,job
2,Los Angeles County,Population Growth in L.A. County Slows,combined,combine
2,Los Angeles County,Population Growth in L.A. County Slows,total,total
2,Los Angeles County,Population Growth in L.A. County Slows,increase,increase
2,Los Angeles County,Population Growth in L.A. County Slows,june,june
2,Los Angeles County,Population Growth in L.A. County Slows,major,major
2,Los Angeles County,Population Growth in L.A. County Slows,reason,reason
2,Los Angeles County,Population Growth in L.A. County Slows,metropolitan,metropolitan
2,Los Angeles County,Population Growth in L.A. County Slows,ventura,ventura
2,Los Angeles County,Population Growth in L.A. County Slows,added,add
2,Los Angeles County,Population Growth in L.A. County Slows,june,june
2,Los Angeles County,Population Growth in L.A. County Slows,double,double
2,Los Angeles County,Population Growth in L.A. County Slows,metropolitan,metropolitan
2,Los Angeles County,Population Growth in L.A. County Slows,key,key
2,Los Angeles County,Population Growth in L.A. County Slows,economic,economic
2,Los Angeles County,Population Growth in L.A. County Slows,barometer,barometer
2,Los Angeles County,Population Growth in L.A. County Slows,drives,drive
2,Los Angeles County,Population Growth in L.A. County Slows,demand,demand
2,Los Angeles County,Population Growth in L.A. County Slows,housing,house
2,Los Angeles County,Population Growth in L.A. County Slows,services,service
2,Los Angeles County,Population Growth in L.A. County Slows,authors,author
2,Los Angeles County,Population Growth in L.A. County Slows,driver,driver
2,Los Angeles County,Population Growth in L.A. County Slows,real,real
2,Los Angeles County,Population Growth in L.A. County Slows,estate,estate
2,Los Angeles County,Population Growth in L.A. County Slows,industry,industry
2,Los Angeles County,Population Growth in L.A. County Slows,real,real
2,Los Angeles County,Population Growth in L.A. County Slows,estate,estate
2,Los Angeles County,Population Growth in L.A. County Slows,industry,industry
2,Los Angeles County,Population Growth in L.A. County Slows,developer,developer
2,Los Angeles County,Population Growth in L.A. County Slows,providing,provide
2,Los Angeles County,Population Growth in L.A. County Slows,services,service
2,Los Angeles County,Population Growth in L.A. County Slows,industry,industry
2,Los Angeles County,Population Growth in L.A. County Slows,bernard,bernard
2,Los Angeles County,Population Growth in L.A. County Slows,salt,salt
2,Los Angeles County,Population Growth in L.A. County Slows,author,author
2,Los Angeles County,Population Growth in L.A. County Slows,partner,partner
2,Los Angeles County,Population Growth in L.A. County Slows,property,property
2,Los Angeles County,Population Growth in L.A. County Slows,division,division
2,Los Angeles County,Population Growth in L.A. County Slows,melbourne,melbourne
2,Los Angeles County,Population Growth in L.A. County Slows,access,access
2,Los Angeles County,Population Growth in L.A. County Slows,biggest,big
2,Los Angeles County,Population Growth in L.A. County Slows,gaining,gain
